Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
ASUS,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,2.9,128884.32
TOSHIBA,NOTEBOOK,15.6,1366x768,2.4,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.0,35644.32
LENOVO,NOTEBOOK,14.0,1366x768,1.6,4.0,16.0,Intel HD Graphics 400,CHROME OS,1.5,17316.0
ASUS,NOTEBOOK,15.6,1920x1080,2.5,8.0,128.0,Intel HD Graphics 620,WINDOWS 10,2.3,31435.2
ASUS,GAMING,17.3,1920x1080,2.6,16.0,1536.0,Nvidia GeForce GTX 1060,WINDOWS 10,2.73,95850.72
DELL,GAMING,17.3,1920x1080,2.8,32.0,1536.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.42,163723.58
HP,NOTEBOOK,17.3,1600x900,2.5,8.0,1024.0,Nvidia GeForce 930MX,WINDOWS 10,2.63,48484.8
DELL,NOTEBOOK,15.6,1366x768,2.5,8.0,128.0,Intel HD Graphics 620,WINDOWS 10,2.18,38041.39
HP,ULTRABOOK,14.0,1920x1080,2.5,8.0,512.0,Intel HD Graphics 520,WINDOWS 7,1.54,99633.6
DELL,NOTEBOOK,15.6,1920x1080,2.7,4.0,256.0,AMD Radeon R5 M420,WINDOWS 10,2.18,39373.92
HP,2 IN 1 CONVERTIBLE,11.6,1366x768,1.1,4.0,32.0,Intel HD Graphics 500,CHROME OS,1.4,32767.2
ASUS,ULTRABOOK,13.3,1920x1080,2.3,8.0,512.0,Nvidia GeForce 940M,WINDOWS 10,1.45,54665.28
HP,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.28,121318.56
HP,ULTRABOOK,14.0,1920x1080,2.5,8.0,512.0,Intel HD Graphics 520,WINDOWS 10,1.54,78215.04
HP,NOTEBOOK,15.6,1366x768,1.6,4.0,128.0,Intel HD Graphics 400,NO OS,1.86,15930.72
ASUS,GAMING,15.6,1920x1080,2.8,16.0,1152.0,Nvidia GeForce GTX 1060,WINDOWS 10,2.1,101178.72
DELL,NOTEBOOK,17.3,1920x1080,2.7,8.0,1024.0,AMD Radeon R7 M445,LINUX,2.83,46087.2
LENOVO,ULTRABOOK,14.0,1920x1080,2.8,8.0,256.0,Nvidia GeForce GT 940MX,WINDOWS 10,1.96,101391.84
ASUS,NOTEBOOK,15.6,1920x1080,2.7,8.0,256.0,Nvidia GeForce GTX 930MX,WINDOWS 10,2.3,41931.36
DELL,NOTEBOOK,15.6,1920x1080,2.5,8.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.9,50349.6
ASUS,NOTEBOOK,15.6,1366x768,1.1,4.0,1024.0,Intel HD Graphics 505,WINDOWS 10,2.0,23922.72
HP,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.8,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.28,136343.52
DELL,NOTEBOOK,13.3,1920x1080,2.3,8.0,1024.0,Intel HD Graphics 520,WINDOWS 10,1.62,34578.72
LENOVO,NOTEBOOK,15.6,1920x1080,2.0,4.0,1024.0,Intel HD Graphics 520,NO OS,2.2,24988.32
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,8.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.3,45323.16
HP,NOTEBOOK,15.6,1920x1080,2.6,8.0,256.0,AMD Radeon R7 M465,WINDOWS 10,1.84,71874.72
TOSHIBA,NOTEBOOK,13.3,1920x1080,2.5,4.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.05,68464.8
LENOVO,GAMING,15.6,1920x1080,2.5,8.0,1024.0,Nvidia GeForce GTX 1050,NO OS,2.5,54185.76
DELL,ULTRABOOK,13.3,3200x1800,2.5,16.0,512.0,Intel Iris Plus Graphics 640,WINDOWS 10,1.29,119347.2
HP,NOTEBOOK,15.6,1920x1080,2.3,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,2.07,48484.8
TOSHIBA,ULTRABOOK,13.3,1366x768,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.2,58341.6
LENOVO,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.37,103896.0
ACER,NOTEBOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.56,48058.56
DELL,WORKSTATION,15.6,1920x1080,2.8,8.0,1024.0,Nvidia Quadro M620,WINDOWS 10,2.23,94731.84
LENOVO,NOTEBOOK,15.6,1366x768,2.5,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.38,56210.4
LENOVO,NOTEBOOK,15.6,1920x1080,2.0,4.0,1024.0,AMD Radeon R5 M430,NO OS,2.2,25521.12
TOSHIBA,NOTEBOOK,15.6,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.0,73952.64
LENOVO,NOTEBOOK,13.3,1920x1080,2.4,4.0,180.0,Intel HD Graphics 620,WINDOWS 10,1.44,39160.8
SAMSUNG,ULTRABOOK,15.0,1920x1080,2.7,16.0,256.0,Nvidia GeForce 940MX,WINDOWS 10,1.23,98514.72
DELL,ULTRABOOK,12.5,1920x1080,2.8,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.6,90043.2
ASUS,NOTEBOOK,15.6,1366x768,1.1,4.0,1024.0,Intel HD Graphics 505,LINUX,2.0,21258.19
XIAOMI,ULTRABOOK,13.3,1920x1080,2.3,8.0,256.0,Nvidia GeForce 940MX,WINDOWS 10,1.28,49816.8
DELL,NOTEBOOK,15.6,1920x1080,2.5,4.0,1152.0,Nvidia GeForce 940MX,WINDOWS 10,2.18,48618.0
HP,NOTEBOOK,15.6,1920x1080,2.5,4.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.04,44701.92
HP,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.5,4.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.28,90576.0
HP,2 IN 1 CONVERTIBLE,15.6,1366x768,2.5,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.3,36486.14
ASUS,NOTEBOOK,14.1,1366x768,1.1,4.0,32.0,Intel HD Graphics 500,WINDOWS 10,1.65,18541.44
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,8.0,1024.0,Nvidia GeForce 940MX,WINDOWS 10,2.2,35644.32
DELL,NOTEBOOK,15.6,1366x768,1.6,4.0,500.0,Intel HD Graphics,WINDOWS 10,2.2,19660.32
HP,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.5,4.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.28,95850.72
DELL,NOTEBOOK,15.6,1366x768,2.0,4.0,1024.0,AMD Radeon R5 M420X,LINUX,2.18,24279.7
ASUS,GAMING,17.3,1920x1080,2.5,12.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.2,72988.27
ACER,NETBOOK,11.6,1366x768,1.6,4.0,32.0,Intel HD Graphics 400,CHROME OS,1.25,15824.16
LENOVO,NOTEBOOK,17.3,1600x900,2.2,4.0,500.0,AMD Radeon R3,WINDOWS 10,2.8,20193.12
HP,NOTEBOOK,14.0,1920x1080,2.5,4.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.95,67399.2
HP,2 IN 1 CONVERTIBLE,13.3,3200x1800,2.7,16.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.42,74538.72
SAMSUNG,ULTRABOOK,15.0,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.17,90522.72
LENOVO,ULTRABOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.32,95850.72
MSI,GAMING,17.3,3840x2160,2.6,16.0,2560.0,Nvidia GeForce GTX 1060,WINDOWS 10,2.43,141138.72
TOSHIBA,NOTEBOOK,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.05,78588.0
DELL,GAMING,15.6,1920x1080,2.8,8.0,1024.0,Nvidia GeForce GTX 1050Ti,LINUX,2.62,49497.12
HP,NOTEBOOK,15.6,1920x1080,2.7,8.0,1024.0,Nvidia GeForce 930MX,WINDOWS 10,2.04,47952.0
DELL,NOTEBOOK,15.6,1366x768,2.0,4.0,1024.0,AMD Radeon R5 M420X,WINDOWS 10,2.18,32713.92
DELL,NOTEBOOK,15.6,1920x1080,2.6,8.0,500.0,Intel HD Graphics 620,WINDOWS 10,1.9,49816.8
DELL,2 IN 1 CONVERTIBLE,13.3,3200x1800,1.3,8.0,512.0,Intel HD Graphics 615,WINDOWS 10,1.24,107257.97
ASUS,GAMING,17.3,1920x1080,2.7,32.0,512.0,Nvidia GeForce GTX 980M,WINDOWS 10,3.58,68145.12
DELL,2 IN 1 CONVERTIBLE,13.3,1920x1080,1.3,16.0,256.0,Intel HD Graphics 615,WINDOWS 10,1.22,87858.72
LENOVO,ULTRABOOK,14.0,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.13,109170.72
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.95,104588.11
LG,ULTRABOOK,15.6,1920x1080,2.7,16.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.08,111834.72
HP,NETBOOK,12.5,1920x1080,2.7,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.26,79014.24
ACER,NOTEBOOK,15.6,1920x1080,1.5,4.0,16.0,Intel HD Graphics,CHROME OS,2.2,19127.52
LENOVO,NOTEBOOK,15.6,1920x1080,2.3,8.0,1152.0,Nvidia GeForce GTX 960M,WINDOWS 10,2.6,42037.92
LG,ULTRABOOK,14.0,1920x1080,2.7,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,0.98,101178.72
DELL,NOTEBOOK,14.0,1920x1080,2.8,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.6,64202.4
HP,ULTRABOOK,12.5,3840x2160,1.2,8.0,240.0,Intel HD Graphics 515,WINDOWS 10,1.09,165168.0
LENOVO,NOTEBOOK,15.6,1920x1080,2.7,6.0,256.0,Nvidia GeForce 940MX,WINDOWS 10,2.2,42037.92
HP,NOTEBOOK,15.6,1920x1080,2.7,8.0,256.0,Nvidia GeForce 930MX,WINDOWS 10,2.04,54291.79
ACER,NOTEBOOK,15.6,1920x1080,2.4,4.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.4,26586.72
LENOVO,NOTEBOOK,13.3,1920x1080,2.5,4.0,128.0,Intel HD Graphics 620,WINDOWS 10,1.44,46939.68
HP,NOTEBOOK,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.49,51148.8
MSI,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.7,85194.72
DELL,GAMING,15.6,1920x1080,2.8,16.0,1152.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.6,71874.72
MSI,GAMING,15.6,1920x1080,2.5,8.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.2,59668.8
DELL,NOTEBOOK,15.6,1366x768,2.5,4.0,1024.0,AMD Radeon R5 M420,WINDOWS 10,2.18,36496.27
HP,ULTRABOOK,15.6,1920x1080,2.5,8.0,256.0,AMD Radeon R7 M365X,WINDOWS 10,1.84,69103.63
HP,ULTRABOOK,13.3,3200x1800,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.39,61218.72
TOSHIBA,NOTEBOOK,15.6,1920x1080,2.6,16.0,256.0,Nvidia GeForce 930M,WINDOWS 10,2.4,105228.0
LENOVO,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.5,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.37,97236.0
DELL,NOTEBOOK,15.6,1366x768,2.3,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,1.95,38889.07
LENOVO,ULTRABOOK,12.5,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.36,87912.0
HP,NOTEBOOK,15.6,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,2.31,62071.2
DELL,NOTEBOOK,15.6,1366x768,2.5,4.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.18,37725.44
HP,NOTEBOOK,14.0,1366x768,2.3,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,1.95,61218.72
LENOVO,NOTEBOOK,15.6,1366x768,1.1,4.0,1024.0,Intel HD Graphics 505,WINDOWS 10,2.2,16463.52
HP,ULTRABOOK,12.5,1920x1080,2.3,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,1.26,84129.12
HP,NOTEBOOK,15.6,1366x768,1.6,4.0,1024.0,Intel HD Graphics 400,NO OS,1.86,15392.59
LENOVO,2 IN 1 CONVERTIBLE,13.3,3200x1800,2.2,16.0,1024.0,Intel Iris Graphics 540,WINDOWS 10,1.3,95850.72
TOSHIBA,NOTEBOOK,14.0,1920x1080,2.3,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,1.47,58874.4
HP,NETBOOK,12.5,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.26,88924.32
DELL,NOTEBOOK,15.6,1366x768,2.0,4.0,1024.0,Intel HD Graphics 520,WINDOWS 10,2.18,29762.21
MSI,GAMING,15.6,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.2,63882.72
DELL,ULTRABOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.36,87325.92
DELL,GAMING,17.3,2560x1440,2.7,16.0,1536.0,Nvidia GeForce GTX 1080,WINDOWS 10,4.36,146946.24
HP,GAMING,17.3,1920x1080,2.3,8.0,1152.0,Nvidia GeForce GTX 965M,WINDOWS 10,2.75,74538.72
ASUS,NOTEBOOK,17.3,1600x900,1.6,4.0,1024.0,Nvidia GeForce 920MX,WINDOWS 10,2.8,28238.4
ACER,NOTEBOOK,15.6,1366x768,2.5,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.23,32980.32
TOSHIBA,NOTEBOOK,15.6,1366x768,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,2.2,59620.32
LENOVO,2 IN 1 CONVERTIBLE,11.3,1920x1080,1.2,8.0,256.0,Intel HD Graphics 515,WINDOWS 10,1.1,69210.72
LENOVO,GAMING,15.6,1920x1080,2.1,16.0,1536.0,AMD Radeon R9 M385,WINDOWS 10,2.5,53226.72
DELL,ULTRABOOK,12.5,1920x1080,2.5,8.0,256.0,Intel HD Graphics,WINDOWS 10,1.36,78438.82
LENOVO,NOTEBOOK,15.6,1920x1080,2.7,8.0,1024.0,Nvidia GeForce 920MX,NO OS,2.2,36496.8
DELL,NOTEBOOK,17.3,1600x900,2.0,4.0,1024.0,AMD Radeon R7 M445,WINDOWS 10,2.36,35111.52
ACER,NOTEBOOK,14.0,1366x768,1.6,4.0,32.0,Intel HD Graphics 400,CHROME OS,1.68,18594.72
HP,WORKSTATION,15.6,1920x1080,2.7,8.0,8.0,Nvidia Quadro M1000M,WINDOWS 10,2.0,119826.72
DELL,ULTRABOOK,14.0,1920x1080,2.8,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.36,94572.0
TOSHIBA,NOTEBOOK,13.3,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 7,1.2,77788.8
ASUS,2 IN 1 CONVERTIBLE,12.5,1920x1080,1.2,8.0,64.0,Intel HD Graphics 515,CHROME OS,1.2,61751.52
LENOVO,ULTRABOOK,14.0,1920x1080,2.6,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.7,79333.39
DELL,GAMING,17.3,3840x2160,2.8,16.0,1536.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.36,168045.12
DELL,2 IN 1 CONVERTIBLE,13.3,1920x1080,1.2,8.0,256.0,Intel HD Graphics 615,WINDOWS 10,1.24,101178.72
HP,2 IN 1 CONVERTIBLE,11.6,1366x768,1.1,4.0,256.0,Intel HD Graphics 505,WINDOWS 10,1.45,41292.0
DELL,ULTRABOOK,13.3,3200x1800,2.5,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.3,67559.04
ACER,2 IN 1 CONVERTIBLE,11.6,1366x768,1.6,4.0,32.0,Intel HD Graphics 400,CHROME OS,1.25,20725.92
TOSHIBA,NOTEBOOK,13.3,1920x1080,2.4,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.2,81784.8
LENOVO,ULTRABOOK,12.5,1920x1080,2.6,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.36,93772.8
ACER,NOTEBOOK,15.6,1920x1080,2.5,12.0,1152.0,Nvidia GeForce GTX 950M,WINDOWS 10,2.4,53759.52
TOSHIBA,ULTRABOOK,12.5,1920x1080,2.7,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.1,95371.2
HP,NOTEBOOK,15.6,1366x768,2.5,8.0,1024.0,Nvidia GeForce 930MX,WINDOWS 10,2.04,45101.52
DELL,NOTEBOOK,15.6,1366x768,2.0,4.0,1024.0,AMD Radeon R5 M430,LINUX,2.25,24808.23
DELL,NOTEBOOK,15.6,1366x768,2.5,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,1.9,43956.0
HP,NOTEBOOK,15.6,1920x1080,2.4,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.04,36496.8
DELL,GAMING,17.3,1920x1080,2.8,32.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.42,167778.72
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,6.0,256.0,Nvidia GeForce 920MX,WINDOWS 10,2.4,37029.6
DELL,2 IN 1 CONVERTIBLE,13.3,3200x1800,1.3,16.0,512.0,Intel HD Graphics 615,WINDOWS 10,1.22,101178.72
DELL,ULTRABOOK,14.0,2560x1440,2.6,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.5,104587.57
DELL,GAMING,17.3,1920x1080,2.6,32.0,1280.0,Nvidia GeForce GTX 1070,WINDOWS 10,4.42,149184.0
TOSHIBA,NOTEBOOK,14.0,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.95,62870.4
ASUS,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1060,WINDOWS 10,2.73,109218.67
HP,NOTEBOOK,15.6,1920x1080,2.7,8.0,1152.0,Nvidia GeForce 930MX,WINDOWS 10,2.04,52161.12
LENOVO,NOTEBOOK,14.0,1366x768,2.3,4.0,508.0,Intel HD Graphics 520,WINDOWS 7,1.7,53386.56
ASUS,2 IN 1 CONVERTIBLE,15.6,3840x2160,2.7,16.0,2560.0,Nvidia GeForce GTX 950M,WINDOWS 10,2.3,95850.72
HP,NOTEBOOK,15.6,1366x768,2.7,6.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.04,30849.12
ASUS,GAMING,17.3,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.99,93186.72
DELL,2 IN 1 CONVERTIBLE,15.6,1920x1080,2.7,12.0,512.0,Intel HD Graphics 620,WINDOWS 10,2.19,69210.72
TOSHIBA,NOTEBOOK,13.3,1920x1080,2.3,4.0,128.0,Intel HD Graphics 520,WINDOWS 7,1.2,63669.6
LENOVO,NOTEBOOK,15.6,1920x1080,3.6,6.0,256.0,AMD Radeon 530,WINDOWS 10,2.2,29250.72
FUJITSU,NOTEBOOK,15.6,1366x768,2.3,4.0,256.0,Intel HD Graphics 520,WINDOWS 10,2.3,34578.72
TOSHIBA,NOTEBOOK,14.0,1366x768,2.3,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,1.75,48751.2
DELL,NOTEBOOK,15.6,1366x768,2.5,4.0,500.0,AMD Radeon R5 M430,WINDOWS 10,2.25,31914.72
HP,NOTEBOOK,15.6,1920x1080,2.5,8.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.04,42943.68
LENOVO,GAMING,15.6,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1060,WINDOWS 10,2.5,63349.92
DELL,NOTEBOOK,15.6,1366x768,2.7,8.0,1024.0,AMD Radeon R7 M445,WINDOWS 10,2.36,39906.72
DELL,NOTEBOOK,14.0,1920x1080,2.5,8.0,128.0,Intel HD Graphics 620 ,WINDOWS 10,1.6,59620.32
HP,NETBOOK,12.5,1920x1080,1.2,8.0,512.0,Intel HD Graphics 515,WINDOWS 10,0.97,101658.24
HP,NOTEBOOK,15.6,1920x1080,2.0,4.0,1152.0,AMD Radeon 520,WINDOWS 10,2.1,26586.72
LENOVO,NOTEBOOK,15.6,1366x768,1.1,4.0,128.0,Intel HD Graphics 500,NO OS,1.9,14418.63
LENOVO,NOTEBOOK,15.6,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,2.3,71874.72
DELL,2 IN 1 CONVERTIBLE,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.68,47365.92
ASUS,NOTEBOOK,13.3,3200x1800,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.4,61272.0
HP,ULTRABOOK,13.3,1920x1080,2.7,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.11,71874.72
ACER,NOTEBOOK,15.6,1366x768,1.1,4.0,500.0,Intel HD Graphics 505,WINDOWS 10,2.4,20246.4
ASUS,GAMING,15.6,1920x1080,2.8,16.0,1280.0,Nvidia GeForce GTX 1050 Ti,WINDOWS 10,2.5,95850.72
HP,ULTRABOOK,14.0,1920x1080,2.7,8.0,512.0,Intel HD Graphics 620,WINDOWS 10,1.48,111301.92
ACER,GAMING,15.6,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.7,67132.8
HP,NOTEBOOK,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.34,63349.92
DELL,NOTEBOOK,15.6,1366x768,2.4,4.0,128.0,Intel HD Graphics 620,WINDOWS 10,2.18,29144.16
HP,NOTEBOOK,14.0,1366x768,2.5,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,1.64,41505.12
TOSHIBA,NOTEBOOK,13.3,1920x1080,2.3,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,1.2,63669.6
HP,NOTEBOOK,14.0,1366x768,2.4,4.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.48,58607.47
HP,NOTEBOOK,14.0,1920x1080,2.5,4.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.95,64202.4
HP,ULTRABOOK,14.0,1920x1080,2.6,8.0,256.0,Intel HD Graphics 520,WINDOWS 7,1.43,77202.72
HP,NOTEBOOK,14.0,1920x1080,2.5,8.0,256.0,Nvidia GeForce 930MX,WINDOWS 10,1.64,55904.57
HP,NOTEBOOK,14.0,1366x768,2.4,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,1.64,36443.52
DELL,GAMING,15.6,1920x1080,2.5,8.0,1024.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.65,50562.72
HP,ULTRABOOK,12.5,1920x1080,2.5,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,1.26,81997.92
HP,NOTEBOOK,14.0,1920x1080,2.5,4.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.48,84715.2
HP,ULTRABOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.54,100550.55
HP,NOTEBOOK,13.3,1366x768,2.4,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,1.49,42624.0
TOSHIBA,NOTEBOOK,13.3,1366x768,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.5,64468.8
HP,NOTEBOOK,15.6,1366x768,2.4,4.0,256.0,Intel HD Graphics 620,WINDOWS 10,2.04,41025.07
LENOVO,NOTEBOOK,17.3,3840x2160,2.7,16.0,512.0,Nvidia Quadro 3000M,WINDOWS 7,2.4,158135.04
TOSHIBA,NOTEBOOK,14.0,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.47,79387.2
HP,NOTEBOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.43,118761.12
DELL,2 IN 1 CONVERTIBLE,15.6,1920x1080,2.3,4.0,1024.0,Intel HD Graphics 520,WINDOWS 10,2.08,42410.35
TOSHIBA,ULTRABOOK,13.3,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.2,84715.2
HP,NOTEBOOK,13.3,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.11,61218.72
HP,NOTEBOOK,14.0,1920x1080,2.7,8.0,256.0,Nvidia GeForce 930MX,WINDOWS 10,1.64,63159.71
DELL,NOTEBOOK,15.6,1920x1080,2.4,8.0,500.0,Intel HD Graphics 520,WINDOWS 10,2.09,55754.32
HP,ULTRABOOK,12.5,1366x768,2.5,4.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.26,83063.52
HP,NOTEBOOK,14.0,1366x768,2.5,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.31,63349.92
HP,NOTEBOOK,14.0,1366x768,2.5,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,1.95,56476.8
DELL,ULTRABOOK,13.3,3200x1800,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.29,86526.72
HP,NOTEBOOK,17.3,1920x1080,2.5,8.0,256.0,Nvidia GeForce 930MX,WINDOWS 10,2.63,57542.4
HP,NOTEBOOK,14.0,1366x768,2.5,4.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.64,51841.44
ACER,NOTEBOOK,15.6,1366x768,3.0,6.0,1024.0,AMD Radeon R5,WINDOWS 10,2.1,21791.52
MSI,GAMING,17.3,1920x1080,2.8,8.0,1152.0,Nvidia GeForce GTX 1050,WINDOWS 10,2.7,63499.1
HP,NOTEBOOK,14.0,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 7,1.95,63669.6
HP,NOTEBOOK,15.6,1920x1080,2.5,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.84,65480.59
HP,ULTRABOOK,12.5,1920x1080,2.5,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.26,71874.72
HP,NOTEBOOK,15.6,1366x768,2.5,4.0,500.0,Intel HD Graphics 620,WINDOWS 10,2.04,39533.76
TOSHIBA,ULTRABOOK,14.0,1920x1080,2.6,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.47,91908.0
DELL,NOTEBOOK,15.6,1920x1080,2.4,8.0,256.0,Intel HD Graphics 520,WINDOWS 7,2.09,56633.98
HP,NOTEBOOK,14.0,1920x1080,2.5,8.0,256.0,Intel HD Graphics 620,WINDOWS 10,1.64,53839.97
LENOVO,2 IN 1 CONVERTIBLE,15.6,1920x1080,2.5,4.0,256.0,Intel HD Graphics 520,WINDOWS 10,1.8,45128.16
VERO,NOTEBOOK,14.0,1366x768,1.44,2.0,32.0,Intel HD Graphics 400,WINDOWS 10,1.45,11231.42
TOSHIBA,NOTEBOOK,15.6,1920x1080,2.5,16.0,256.0,Nvidia GeForce 930M,WINDOWS 10,2.4,75924.0
LENOVO,NOTEBOOK,15.6,1920x1080,2.3,8.0,256.0,Intel HD Graphics 520,WINDOWS 10,2.3,55922.69
HP,NOTEBOOK,14.0,1920x1080,2.3,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,1.54,53280.0
